date,channel,campaign_name,customers,new_customers,revenue,roas,avg_order_value,ltv
2024-05-26,Facebook,Video Views,1,1,227,2.25,256.94,642.35
2024-05-26,Facebook,Remarketing,1,1,206,1.87,214.47,536.17
2024-05-26,Facebook,Traffic,1,1,320,2.09,307.54,768.86
2024-05-26,Facebook,Lead Generation,2,2,513,3.05,244.66,611.64
2024-05-26,LinkedIn,Event Ads,1,1,236,1.86,247.11,617.78
2024-05-26,LinkedIn,Message Ads,1,1,182,1.49,174.76,436.89
2024-05-26,TikTok,Traffic,1,1,296,4.49,277.93,694.82
2024-05-26,TikTok,Conversions,1,1,302,6.3,267.96,669.9
2024-05-26,TikTok,Conversions,1,1,198,3.88,196.94,492.35
2024-05-26,TikTok,App Install,1,1,147,2.37,154.31,385.78
2024-05-26,Pinterest,Conversions,1,1,182,3.43,151.57,378.91
2024-05-26,Pinterest,Conversions,1,1,111,1.61,127.28,318.19
2024-05-26,Pinterest,Traffic,1,1,280,3.55,242.26,605.65
2024-05-27,Google Ads,Video - YouTube,3,3,927,3.5,306.42,766.05
2024-05-27,Google Ads,Shopping,3,3,963,2.57,282.62,706.54
2024-05-27,Google Ads,Video - YouTube,4,4,702,2.07,202.03,505.06
2024-05-27,Facebook,Conversions,1,1,156,0.61,145.49,363.73
2024-05-27,Facebook,Conversions,2,2,462,2.34,265.46,663.65
2024-05-27,Facebook,Video Views,2,2,511,2.12,227.39,568.48
2024-05-27,LinkedIn,Event Ads,1,1,136,0.69,143.75,359.39
2024-05-27,LinkedIn,Message Ads,1,1,168,0.98,180.5,451.25
2024-05-27,TikTok,Conversions,1,1,147,1.36,129.07,322.68
2024-05-27,TikTok,Conversions,1,1,204,3.28,214.86,537.16
2024-05-27,TikTok,Reach,1,1,183,2.15,161.03,402.57
2024-05-27,TikTok,Conversions,1,1,162,2.13,146.53,366.32
2024-05-27,Pinterest,Conversions,1,1,240,3.12,264.08,660.21
2024-05-27,Pinterest,Brand Awareness,1,1,233,3.76,224.99,562.48
2024-05-27,Pinterest,Traffic,1,1,234,4.19,233.67,584.17
2024-05-27,Pinterest,Conversions,1,1,212,3.17,213.53,533.83
2024-05-28,Google Ads,Video - YouTube,5,5,970,1.63,178.35,445.87
2024-05-28,Google Ads,Video - YouTube,6,6,1331,2.16,234.31,585.77
2024-05-28,Facebook,Traffic,2,2,323,1.72,176.19,440.47
2024-05-28,Facebook,Traffic,2,2,526,2.49,259.29,648.22
2024-05-28,Facebook,Traffic,1,1,153,0.63,175.97,439.94
2024-05-28,LinkedIn,Text Ads,1,1,261,1.71,235.3,588.24
2024-05-28,LinkedIn,Dynamic Ads,1,1,267,1.25,257.21,643.03
2024-05-28,TikTok,Video Views,1,1,200,2.18,239.42,598.55
2024-05-28,TikTok,App Install,1,1,261,2.69,306.92,767.3
2024-05-28,TikTok,Traffic,1,1,282,2.79,265.74,664.34
2024-05-28,Pinterest,Video Views,2,2,312,1.77,194.03,485.08
2024-05-29,Google Ads,Video - YouTube,6,6,1825,2.73,284.16,710.4
2024-05-29,Google Ads,Display - Remarketing,5,5,1246,3.39,233.38,583.46
2024-05-29,Facebook,Traffic,2,2,266,0.94,127.25,318.12
2024-05-29,Facebook,Video Views,4,4,667,1.43,207.77,519.41
2024-05-29,LinkedIn,Message Ads,1,1,125,0.9,126.72,316.8
2024-05-29,LinkedIn,Text Ads,1,1,271,1.5,253.57,633.93
2024-05-29,LinkedIn,Dynamic Ads,1,1,114,0.84,129.44,323.61
2024-05-29,LinkedIn,Sponsored Content,1,1,237,1.84,203.94,509.86
2024-05-29,TikTok,App Install,1,1,113,1.67,129.24,323.09
2024-05-29,TikTok,Video Views,1,1,216,3.42,181.97,454.93
2024-05-29,TikTok,App Install,1,1,312,4.22,316.84,792.11
2024-05-29,TikTok,Conversions,1,1,168,2.43,165.8,414.49
2024-05-29,Pinterest,Conversions,1,1,282,3.03,243.34,608.36
2024-05-29,Pinterest,Traffic,1,1,341,5.49,296.91,742.27
2024-05-29,Pinterest,Brand Awareness,1,1,149,2.62,176.03,440.07
2024-05-30,Google Ads,Shopping,6,6,1809,3.63,265.32,663.31
2024-05-30,Facebook,Video Views,5,5,658,1.36,130.17,325.42
2024-05-30,Facebook,Remarketing,5,5,606,1.44,150,375
2024-05-30,LinkedIn,Dynamic Ads,1,1,271,0.83,272.28,680.71
2024-05-30,LinkedIn,Event Ads,2,2,568,1.6,242.69,606.73
2024-05-30,TikTok,App Install,1,1,160,2.46,156.86,392.16
2024-05-30,TikTok,Conversions,1,1,262,4.09,274.24,685.61
2024-05-30,TikTok,Video Views,1,1,140,2.37,124.34,310.86
2024-05-30,Pinterest,Conversions,1,1,188,2.45,195.78,489.44
2024-05-30,Pinterest,Brand Awareness,1,1,236,4.45,213.77,534.41
2024-05-30,Pinterest,Traffic,1,1,181,2.83,156.54,391.35
2024-05-31,Google Ads,Video - YouTube,4,4,907,3.07,267.6,669.01
2024-05-31,Google Ads,Shopping,1,1,340,2.07,319.9,799.75
2024-05-31,Google Ads,Shopping,3,3,487,1.73,184.14,460.34
2024-05-31,Google Ads,Search - Brand,3,3,465,2.01,152.06,380.16
2024-05-31,Facebook,Traffic,2,2,469,2.17,272.73,681.83
2024-05-31,Facebook,Video Views,1,1,115,0.52,134.64,336.59
2024-05-31,Facebook,Traffic,2,2,361,1.81,189.82,474.56
2024-05-31,LinkedIn,Message Ads,1,1,232,1.7,262.02,655.05
2024-05-31,LinkedIn,Sponsored Content,1,1,169,1.19,166.27,415.67
2024-05-31,LinkedIn,Event Ads,1,1,158,1.09,138.34,345.85
2024-05-31,LinkedIn,Text Ads,1,1,121,0.57,145.03,362.57
2024-05-31,TikTok,Traffic,1,1,138,1.1,153.88,384.71
2024-05-31,TikTok,Traffic,2,2,405,3.58,176.71,441.78
2024-05-31,TikTok,Reach,2,2,524,3.61,231.34,578.34
2024-05-31,Pinterest,App Install,2,2,643,5.32,281.87,704.68
2024-05-31,Pinterest,Conversions,1,1,180,1.68,158.18,395.44
2024-06-01,Google Ads,Display - Remarketing,1,1,155,0.91,189.24,473.11
2024-06-01,Google Ads,Search - Brand,1,1,141,0.85,166.49,416.23
2024-06-01,Google Ads,Video - YouTube,1,1,364,2.51,303.69,759.23
2024-06-01,Google Ads,Search - Brand,2,2,308,1.52,169.15,422.88
2024-06-01,Facebook,Lead Generation,2,2,465,1.83,272.16,680.39
2024-06-01,Facebook,Conversions,2,2,362,1.21,153.07,382.67
2024-06-01,LinkedIn,Sponsored Content,1,1,192,1.92,178.66,446.65
2024-06-01,TikTok,Reach,1,1,127,1.32,124.19,310.48
2024-06-01,TikTok,App Install,1,1,298,4.03,301.8,754.5
2024-06-01,Pinterest,Traffic,1,1,360,6.1,319.63,799.07
2024-06-01,Pinterest,Video Views,1,1,250,3.47,247.84,619.59
2024-06-02,Google Ads,Video - YouTube,2,2,380,1.67,197,492.5
2024-06-02,Google Ads,Search - Generic,3,3,372,1.52,129.56,323.9
2024-06-02,Google Ads,Display - Remarketing,2,2,244,1.33,149.25,373.12
2024-06-02,Facebook,Traffic,1,1,152,0.97,154.36,385.89
2024-06-02,Facebook,Video Views,1,1,292,2.83,264.49,661.21
2024-06-02,Facebook,Traffic,1,1,137,0.93,152.15,380.38
2024-06-02,LinkedIn,Text Ads,1,1,264,2.34,250.19,625.49
2024-06-02,LinkedIn,Message Ads,1,1,291,2.57,267,667.49
2024-06-02,TikTok,Traffic,1,1,225,3.52,189.75,474.36
2024-06-02,TikTok,App Install,1,1,271,3.82,246.82,617.05
2024-06-02,Pinterest,Brand Awareness,1,1,238,5.4,198.35,495.87
2024-06-02,Pinterest,App Install,1,1,180,3.06,188.37,470.92
2024-06-03,Google Ads,Search - Generic,2,2,517,1.78,217.97,544.92
2024-06-03,Google Ads,Search - Generic,5,5,618,1.53,146.52,366.31
2024-06-03,Google Ads,Video - YouTube,4,4,962,2.21,209.37,523.43
2024-06-03,Facebook,Video Views,4,4,733,2.1,211.31,528.28
2024-06-03,Facebook,Conversions,4,4,489,1.08,143.39,358.47
2024-06-03,LinkedIn,Sponsored Content,1,1,270,1.02,229.58,573.95
2024-06-03,LinkedIn,Message Ads,1,1,141,0.5,150.99,377.48
2024-06-03,TikTok,Traffic,2,2,464,2.28,210.33,525.83
2024-06-03,TikTok,Conversions,1,1,182,1.61,166.85,417.11
2024-06-03,Pinterest,Conversions,1,1,238,4.5,287.36,718.41
2024-06-03,Pinterest,Traffic,1,1,255,3.8,274.56,686.41
2024-06-03,Pinterest,Conversions,1,1,165,2.63,181.36,453.4
2024-06-04,Google Ads,Shopping,3,3,573,2.24,225.88,564.71
2024-06-04,Google Ads,Search - Brand,4,4,840,2.81,182.14,455.35
2024-06-04,Google Ads,Shopping,4,4,561,1.78,156.37,390.93
2024-06-04,Google Ads,Shopping,4,4,864,2.62,206.56,516.41
2024-06-04,Facebook,Traffic,1,1,143,0.94,121.83,304.58
2024-06-04,Facebook,Lead Generation,1,1,213,1.22,262.53,656.32
2024-06-04,Facebook,Remarketing,2,2,450,2.1,273.57,683.93
2024-06-04,Facebook,Conversions,1,1,130,0.93,149.99,374.96
2024-06-04,LinkedIn,Dynamic Ads,1,1,200,1.49,174.74,436.85
2024-06-04,LinkedIn,Event Ads,1,1,204,1.3,173.4,433.49
2024-06-04,LinkedIn,Sponsored Content,1,1,194,1.02,163.9,409.76
2024-06-04,TikTok,Conversions,1,1,221,3.2,220.46,551.15
2024-06-04,TikTok,App Install,1,1,201,2.12,204.34,510.86
2024-06-04,TikTok,App Install,1,1,183,2.96,193.34,483.36
2024-06-04,Pinterest,Video Views,2,2,602,3.65,298.58,746.45
2024-06-04,Pinterest,Brand Awareness,1,1,107,1.43,127.08,317.7
2024-06-05,Google Ads,Display - Remarketing,4,4,1250,3.29,307.13,767.82
2024-06-05,Google Ads,Video - YouTube,4,4,1440,4.59,305.37,763.43
2024-06-05,Google Ads,Video - YouTube,2,2,669,2.22,289.03,722.58
2024-06-05,Facebook,Video Views,3,3,797,3.04,269.99,674.97
2024-06-05,Facebook,Video Views,1,1,121,0.51,151.36,378.39
2024-06-05,Facebook,Remarketing,2,2,642,2.18,311.28,778.2
2024-06-05,LinkedIn,Text Ads,1,1,164,0.88,186.14,465.36
2024-06-05,LinkedIn,Sponsored Content,1,1,326,1.21,315.22,788.05
2024-06-05,LinkedIn,Event Ads,1,1,193,1.31,197.01,492.52
2024-06-05,TikTok,Traffic,1,1,189,1.95,230.09,575.22
2024-06-05,TikTok,Conversions,1,1,197,2.78,193.05,482.62
2024-06-05,Pinterest,Traffic,1,1,165,2.76,160.88,402.21
2024-06-05,Pinterest,Brand Awareness,1,1,245,2.95,229.63,574.07
2024-06-06,Google Ads,Shopping,9,9,2476,3.75,311.68,779.2
2024-06-06,Facebook,Conversions,1,1,106,0.7,123.75,309.38
2024-06-06,Facebook,Video Views,1,1,272,1.77,271.2,678.01
2024-06-06,Facebook,Traffic,2,2,277,1.14,134.93,337.33
2024-06-06,LinkedIn,Message Ads,1,1,189,1.32,192.37,480.93
2024-06-06,LinkedIn,Message Ads,1,1,132,0.81,151.62,379.05
2024-06-06,LinkedIn,Event Ads,1,1,280,1.61,319.83,799.59
2024-06-06,TikTok,App Install,1,1,349,4.2,298.66,746.65
2024-06-06,TikTok,Conversions,1,1,264,4.97,226.85,567.13
2024-06-06,TikTok,Traffic,1,1,202,2.17,237.96,594.91
2024-06-06,TikTok,Conversions,1,1,148,1.55,142.22,355.54
2024-06-06,Pinterest,Traffic,1,1,126,1.75,131.89,329.73
2024-06-06,Pinterest,Brand Awareness,1,1,140,2.5,123.37,308.41
2024-06-07,Google Ads,Display - Remarketing,6,6,1705,4.52,266.5,666.25
2024-06-07,Google Ads,Search - Generic,2,2,691,3.04,305.08,762.69
2024-06-07,Google Ads,Video - YouTube,4,4,773,2.57,235.36,588.4
2024-06-07,Facebook,Conversions,2,2,332,1.45,177.48,443.71
2024-06-07,Facebook,Remarketing,1,1,295,1.77,287.34,718.36
2024-06-07,Facebook,Remarketing,1,1,223,1.77,208.3,520.76
2024-06-07,Facebook,Traffic,2,2,602,3.15,269.55,673.86
2024-06-07,LinkedIn,Event Ads,1,1,322,1.99,288.85,722.13
2024-06-07,LinkedIn,Event Ads,1,1,198,0.82,174.46,436.14
2024-06-07,LinkedIn,Message Ads,1,1,214,1.37,206.36,515.91
2024-06-07,TikTok,Traffic,1,1,142,1.25,126.27,315.69
2024-06-07,TikTok,App Install,1,1,287,4.96,255.78,639.46
2024-06-07,TikTok,Video Views,1,1,152,1.42,155.05,387.63
2024-06-07,TikTok,Traffic,1,1,264,4.33,314.11,785.28
2024-06-07,Pinterest,Brand Awareness,1,1,148,2.69,177.86,444.65
2024-06-07,Pinterest,Traffic,1,1,201,1.81,184.3,460.75
2024-06-07,Pinterest,App Install,1,1,322,3.13,300.88,752.2
2024-06-08,Google Ads,Search - Brand,3,3,916,4.32,290.37,725.93
2024-06-08,Google Ads,Shopping,2,2,370,1.57,157.65,394.13
2024-06-08,Google Ads,Display - Remarketing,2,2,542,2.71,267.22,668.05
2024-06-08,Facebook,Remarketing,1,1,159,0.92,180.33,450.83
2024-06-08,Facebook,Lead Generation,1,1,184,1.67,211.09,527.73
2024-06-08,Facebook,Conversions,2,2,379,2.01,190.6,476.49
2024-06-08,LinkedIn,Sponsored Content,1,1,183,0.76,185.48,463.7
2024-06-08,LinkedIn,Message Ads,1,1,249,1.27,268.5,671.25
2024-06-08,TikTok,App Install,1,1,371,4.26,316.21,790.52
2024-06-08,TikTok,Reach,1,1,222,2.05,226.14,565.36
2024-06-08,Pinterest,Traffic,1,1,144,1.41,163.2,408
2024-06-09,Google Ads,Display - Remarketing,2,2,532,2.77,280.05,700.13
2024-06-09,Google Ads,Shopping,1,1,261,1.63,242.02,605.05
2024-06-09,Google Ads,Search - Generic,2,2,542,2.4,296.19,740.48
2024-06-09,Facebook,Traffic,1,1,309,1.96,270.74,676.85
2024-06-09,Facebook,Video Views,1,1,231,1.96,278.71,696.76
2024-06-09,Facebook,Video Views,1,1,216,1.57,198.95,497.39
2024-06-09,LinkedIn,Event Ads,1,1,164,0.97,183,457.5
2024-06-09,LinkedIn,Event Ads,1,1,245,1.02,217.29,543.22
2024-06-09,TikTok,Video Views,1,1,226,4.11,274.42,686.06
2024-06-09,TikTok,Reach,1,1,260,5.3,300.39,750.99
2024-06-09,TikTok,Reach,1,1,267,6.68,297.64,744.1
2024-06-09,Pinterest,App Install,1,1,137,1.9,136.46,341.16
2024-06-09,Pinterest,Brand Awareness,1,1,236,3.28,286.48,716.2
2024-06-10,Google Ads,Shopping,3,3,459,1.94,139.94,349.85
2024-06-10,Google Ads,Video - YouTube,3,3,708,2.63,230.95,577.38
2024-06-10,Google Ads,Search - Brand,3,3,645,2.87,181.96,454.89
2024-06-10,Google Ads,Search - Generic,3,3,918,4.48,278.14,695.34
2024-06-10,Facebook,Traffic,4,4,671,2.02,158.36,395.91
2024-06-10,LinkedIn,Event Ads,2,2,669,2.84,287.25,718.12
2024-06-10,LinkedIn,Message Ads,1,1,197,0.88,225.9,564.75
2024-06-10,TikTok,Video Views,1,1,302,2.45,312.1,780.26
2024-06-10,TikTok,Reach,2,2,539,2.78,247.77,619.44
2024-06-10,Pinterest,Traffic,1,1,222,3.97,255.61,639.03
2024-06-10,Pinterest,App Install,1,1,193,3.27,226.59,566.48
2024-06-10,Pinterest,Brand Awareness,1,1,202,2.63,236.62,591.55
2024-06-11,Google Ads,Video - YouTube,3,3,389,1.4,149.2,373
2024-06-11,Google Ads,Shopping,2,2,501,3.02,275.33,688.33
2024-06-11,Google Ads,Search - Generic,3,3,636,2.51,184.03,460.09
2024-06-11,Google Ads,Search - Brand,3,3,577,2.2,235.9,589.74
2024-06-11,Facebook,Video Views,2,2,540,2.63,308.77,771.93
2024-06-11,Facebook,Traffic,2,2,711,3.12,309.7,774.24
2024-06-11,Facebook,Remarketing,2,2,347,1.32,159.06,397.65
2024-06-11,LinkedIn,Message Ads,2,2,357,1.34,151.21,378.03
2024-06-11,LinkedIn,Event Ads,1,1,225,1.07,211.5,528.76
2024-06-11,LinkedIn,Sponsored Content,1,1,264,1.16,314.36,785.91
2024-06-11,TikTok,Traffic,1,1,272,3.78,275.7,689.26
2024-06-11,TikTok,App Install,1,1,146,1.72,155.07,387.67
2024-06-11,TikTok,App Install,1,1,276,4.84,315.22,788.06
2024-06-11,TikTok,Reach,1,1,177,3.05,192.66,481.64
2024-06-11,Pinterest,App Install,1,1,143,2.98,151.57,378.92
2024-06-11,Pinterest,Traffic,1,1,345,5.57,314,785.01
2024-06-12,Google Ads,Search - Generic,4,4,1079,2.98,318.99,797.48
2024-06-12,Google Ads,Shopping,4,4,1006,2.57,281.4,703.5
2024-06-12,Google Ads,Shopping,5,5,1119,2.48,245.66,614.16
2024-06-12,Facebook,Lead Generation,2,2,540,1.37,303.81,759.53
2024-06-12,Facebook,Lead Generation,4,4,1175,3.39,296.75,741.86
2024-06-12,LinkedIn,Sponsored Content,1,1,253,1.23,218.89,547.21
2024-06-12,LinkedIn,Message Ads,1,1,267,1.52,288.89,722.22
2024-06-12,LinkedIn,Sponsored Content,1,1,190,0.87,212.11,530.27
2024-06-12,TikTok,Conversions,3,3,618,4.18,255.82,639.56
2024-06-12,TikTok,Traffic,1,1,254,2.41,304.37,760.93
2024-06-12,Pinterest,Brand Awareness,2,2,565,3.53,265.92,664.79
2024-06-12,Pinterest,Conversions,1,1,167,1.81,171.67,429.19
2024-06-13,Google Ads,Search - Generic,4,4,1305,5.33,272.12,680.29
2024-06-13,Google Ads,Search - Brand,1,1,299,1.57,275.05,687.62
2024-06-13,Google Ads,Search - Brand,2,2,307,1.83,170.97,427.42
2024-06-13,Facebook,Traffic,2,2,458,1.6,231.68,579.2
2024-06-13,Facebook,Remarketing,4,4,1077,2.87,314.63,786.58
2024-06-13,LinkedIn,Dynamic Ads,1,1,191,0.95,215.58,538.96
2024-06-13,LinkedIn,Sponsored Content,1,1,136,1.25,137.35,343.38
2024-06-13,LinkedIn,Sponsored Content,1,1,221,1.66,247.35,618.37
2024-06-13,LinkedIn,Text Ads,1,1,201,1.25,223.92,559.81
2024-06-13,TikTok,Reach,2,2,550,4.07,303.34,758.34
2024-06-13,TikTok,Video Views,3,3,539,2.58,211.28,528.21
2024-06-13,Pinterest,Conversions,1,1,197,3.57,195.37,488.44
2024-06-13,Pinterest,App Install,1,1,163,2.59,149.94,374.86
2024-06-13,Pinterest,Video Views,1,1,235,4.52,284.06,710.14
2024-06-14,Google Ads,Shopping,5,5,1790,3.18,300.75,751.87
2024-06-14,Google Ads,Display - Remarketing,5,5,1318,2.58,263.26,658.14
2024-06-14,Facebook,Lead Generation,3,3,893,3.12,261.71,654.26
2024-06-14,Facebook,Video Views,2,2,342,1.41,174.74,436.85
2024-06-14,Facebook,Traffic,1,1,309,1.82,284.66,711.65
2024-06-14,LinkedIn,Event Ads,1,1,154,0.96,130.82,327.05
2024-06-14,LinkedIn,Message Ads,1,1,146,0.84,146.48,366.19
2024-06-14,LinkedIn,Sponsored Content,1,1,133,1.09,149.8,374.5
2024-06-14,TikTok,Conversions,4,4,1307,6.08,293.99,734.98
2024-06-14,Pinterest,Video Views,1,1,165,1.75,197.83,494.59
2024-06-15,Google Ads,Video - YouTube,1,1,199,1.67,231.92,579.81
2024-06-15,Google Ads,Display - Remarketing,1,1,210,1.71,210.53,526.34
2024-06-15,Google Ads,Video - YouTube,1,1,204,1.84,249.66,624.14
2024-06-15,Google Ads,Display - Remarketing,1,1,137,1.24,138.76,346.89
2024-06-15,Facebook,Conversions,1,1,214,1.98,261.53,653.84
2024-06-15,Facebook,Remarketing,1,1,149,1.61,162.69,406.73
2024-06-15,Facebook,Lead Generation,1,1,165,1.3,186.39,465.97
2024-06-15,Facebook,Remarketing,1,1,300,4.48,295.3,738.24
2024-06-15,LinkedIn,Sponsored Content,1,1,236,1.55,284.21,710.53
2024-06-15,LinkedIn,Sponsored Content,1,1,253,2.81,253.97,634.92
2024-06-15,TikTok,App Install,1,1,297,2.51,307.28,768.21
2024-06-15,TikTok,App Install,1,1,322,3.01,312.84,782.1
2024-06-15,Pinterest,Conversions,1,1,302,5.29,271.01,677.51
2024-06-16,Google Ads,Video - YouTube,1,1,227,1.5,217.08,542.71
2024-06-16,Google Ads,Search - Generic,1,1,327,2.77,299.37,748.41
2024-06-16,Google Ads,Search - Generic,2,2,636,3.58,275.8,689.49
2024-06-16,Google Ads,Shopping,1,1,165,1.14,165.18,412.96
2024-06-16,Facebook,Video Views,1,1,200,1.25,196.45,491.13
2024-06-16,Facebook,Conversions,1,1,193,1.11,222.04,555.1
2024-06-16,Facebook,Lead Generation,1,1,307,2.02,302.44,756.11
2024-06-16,LinkedIn,Dynamic Ads,1,1,188,1.29,167.2,418
2024-06-16,LinkedIn,Dynamic Ads,1,1,185,1.43,191.99,479.97
2024-06-16,LinkedIn,Event Ads,1,1,291,1.84,275.92,689.79
2024-06-16,TikTok,Conversions,1,1,235,2.83,258.39,645.97
2024-06-16,TikTok,Conversions,1,1,234,2.89,203.96,509.89
2024-06-16,Pinterest,Conversions,1,1,262,4.16,293.25,733.13
2024-06-16,Pinterest,Traffic,1,1,207,4.59,210.56,526.4
2024-06-17,Google Ads,Search - Generic,3,3,480,1.68,151.54,378.85
2024-06-17,Google Ads,Search - Brand,2,2,304,1.57,158.36,395.91
2024-06-17,Google Ads,Search - Generic,3,3,528,2.42,156.14,390.35
2024-06-17,Google Ads,Search - Brand,2,2,400,2.21,171.62,429.05
2024-06-17,Facebook,Lead Generation,2,2,455,2.94,282.47,706.17
2024-06-17,Facebook,Remarketing,1,1,194,1.33,183.15,457.86
2024-06-17,LinkedIn,Sponsored Content,1,1,223,1.58,274.01,685.01
2024-06-17,LinkedIn,Text Ads,1,1,313,1.32,307.48,768.69
2024-06-17,LinkedIn,Message Ads,1,1,243,1.74,230.75,576.88
2024-06-17,TikTok,App Install,1,1,264,3.77,274.52,686.31
2024-06-17,TikTok,Traffic,1,1,306,3.33,258.83,647.08
2024-06-17,TikTok,Video Views,2,2,577,5.1,244.71,611.78
2024-06-17,Pinterest,App Install,1,1,239,4.42,286.84,717.1
2024-06-17,Pinterest,Video Views,1,1,213,2.91,237.6,593.99
2024-06-17,Pinterest,App Install,1,1,121,1.64,140.78,351.95
2024-06-18,Google Ads,Search - Generic,2,2,287,1.13,126.16,315.4
2024-06-18,Google Ads,Search - Brand,4,4,455,1.32,138.83,347.08
2024-06-18,Google Ads,Display - Remarketing,1,1,154,0.85,184.73,461.83
2024-06-18,Google Ads,Search - Generic,3,3,351,1.36,138.06,345.15
2024-06-18,Facebook,Conversions,1,1,185,1.29,203.38,508.45
2024-06-18,Facebook,Lead Generation,1,1,174,1.63,193.87,484.67
2024-06-18,Facebook,Video Views,1,1,225,1.41,267.62,669.05
2024-06-18,Facebook,Remarketing,1,1,253,1.73,232.21,580.52
2024-06-18,LinkedIn,Dynamic Ads,2,2,617,1.78,269.39,673.49
2024-06-18,LinkedIn,Dynamic Ads,1,1,230,1.12,246.09,615.23
2024-06-18,TikTok,Video Views,1,1,216,2.96,256.07,640.18
2024-06-18,TikTok,Reach,1,1,353,4.77,305.06,762.66
2024-06-18,TikTok,Conversions,1,1,262,4.04,261.11,652.78
2024-06-18,TikTok,Conversions,1,1,227,3.43,265.81,664.53
2024-06-18,Pinterest,Traffic,1,1,244,3.88,228.15,570.36
2024-06-18,Pinterest,Conversions,1,1,156,2.79,183.12,457.8
2024-06-18,Pinterest,Video Views,1,1,191,2.12,195.97,489.93
2024-06-18,Pinterest,Traffic,1,1,298,6.62,265.56,663.91
2024-06-19,Google Ads,Search - Generic,5,5,1072,2.53,187.99,469.98
2024-06-19,Google Ads,Video - YouTube,6,6,1619,2.94,307.96,769.91
2024-06-19,Facebook,Video Views,1,1,233,1.66,205.68,514.2
2024-06-19,Facebook,Video Views,1,1,338,2.92,295.21,738.03
2024-06-19,Facebook,Lead Generation,2,2,307,1.67,180.5,451.25
2024-06-19,LinkedIn,Event Ads,1,1,267,1.41,287.65,719.12
2024-06-19,LinkedIn,Dynamic Ads,1,1,128,0.57,143.96,359.9
2024-06-19,LinkedIn,Message Ads,2,2,443,1.74,214.01,535.03
2024-06-19,TikTok,Traffic,1,1,169,2.06,156.31,390.78
2024-06-19,TikTok,Traffic,2,2,522,5.17,278.83,697.06
2024-06-19,TikTok,Video Views,1,1,276,2.73,259.95,649.87
2024-06-19,Pinterest,App Install,1,1,293,3.8,245.19,612.98
2024-06-19,Pinterest,Video Views,1,1,226,3.77,215.51,538.77
2024-06-20,Google Ads,Display - Remarketing,3,3,601,2.36,179.78,449.45
2024-06-20,Google Ads,Search - Brand,2,2,233,1,123.46,308.65
2024-06-20,Google Ads,Display - Remarketing,3,3,501,2,172.85,432.11
2024-06-20,Google Ads,Shopping,3,3,799,3,273.6,683.99
2024-06-20,Facebook,Traffic,4,4,790,2.38,184.21,460.52
2024-06-20,Facebook,Remarketing,2,2,484,1.26,219.76,549.4
2024-06-20,LinkedIn,Text Ads,1,1,125,0.35,135.15,337.87
2024-06-20,LinkedIn,Message Ads,1,1,361,1.32,305.42,763.54
2024-06-20,TikTok,Conversions,1,1,213,2.88,199.18,497.95
2024-06-20,TikTok,App Install,1,1,251,3.44,210.42,526.06
2024-06-20,TikTok,Conversions,1,1,141,2.27,133.29,333.22
2024-06-20,Pinterest,Video Views,1,1,148,2.51,172.94,432.35
2024-06-21,Google Ads,Search - Generic,3,3,731,1.96,259.98,649.94
2024-06-21,Google Ads,Search - Brand,8,8,1528,3.04,160.91,402.28
2024-06-21,Facebook,Remarketing,1,1,279,1.59,282.46,706.15
2024-06-21,Facebook,Video Views,1,1,256,1.96,276.49,691.23
2024-06-21,Facebook,Remarketing,2,2,515,1.96,223.71,559.28
2024-06-21,LinkedIn,Event Ads,1,1,203,1.41,189.81,474.53
2024-06-21,LinkedIn,Event Ads,1,1,115,0.76,140.12,350.29
2024-06-21,LinkedIn,Text Ads,1,1,190,1.12,160.04,400.09
2024-06-21,LinkedIn,Event Ads,1,1,116,0.92,144.74,361.85
2024-06-21,TikTok,Conversions,1,1,260,1.84,305.57,763.92
2024-06-21,TikTok,Traffic,1,1,256,2.25,220.19,550.49
2024-06-21,Pinterest,Video Views,1,1,244,2.6,206.53,516.34
2024-06-21,Pinterest,Video Views,1,1,354,3.34,301.13,752.83
2024-06-21,Pinterest,App Install,1,1,260,3.41,258.05,645.12
2024-06-22,Google Ads,Video - YouTube,2,2,353,1.77,151.5,378.75
2024-06-22,Google Ads,Search - Brand,2,2,676,3.31,289.14,722.85
2024-06-22,Google Ads,Display - Remarketing,2,2,370,2.3,225.46,563.65
2024-06-22,Facebook,Conversions,1,1,154,1.09,158.67,396.68
2024-06-22,Facebook,Lead Generation,1,1,192,1.78,202.23,505.58
2024-06-22,Facebook,Traffic,1,1,198,1.41,174.42,436.06
2024-06-22,LinkedIn,Sponsored Content,1,1,275,2.1,270.23,675.58
2024-06-22,LinkedIn,Message Ads,1,1,137,0.94,161.91,404.77
2024-06-22,TikTok,Traffic,1,1,205,2.93,204.61,511.52
2024-06-22,TikTok,Video Views,1,1,271,2.48,251.36,628.41
2024-06-23,Google Ads,Search - Generic,3,3,658,2.15,201.29,503.23
2024-06-23,Google Ads,Display - Remarketing,3,3,987,4.93,292.67,731.69
2024-06-23,Facebook,Conversions,1,1,236,1.38,278.04,695.11
2024-06-23,Facebook,Lead Generation,2,2,584,3.84,270.53,676.33
2024-06-23,LinkedIn,Sponsored Content,1,1,311,2.1,262.81,657.02
2024-06-23,TikTok,Conversions,1,1,264,4.39,286.99,717.47
2024-06-23,TikTok,Traffic,1,1,162,4.06,175.47,438.68
