date,channel,campaign_name,spend,clicks,customers,conversions,ctr,cvr,cpc,impressions,creative_id,creative_type,ad_name
2024-08-15,Facebook,Conversions,186,73,1,1,0.93,1.37,2.55,7818,facebook_conversions_video_83,Video,Conversions - Video 3
2024-08-15,LinkedIn,Message Ads,139,17,1,1,0.98,5.88,7.99,1740,linkedin_message_ads_carousel_5,Carousel,Message Ads - Carousel 1
2024-08-15,LinkedIn,Event Ads,165,16,1,1,0.75,6.25,10.32,2144,linkedin_event_ads_image_39,Image,Event Ads - Image 2
2024-08-15,LinkedIn,Text Ads,193,23,1,1,0.93,4.35,8.41,2461,linkedin_text_ads_image_11,Image,Text Ads - Image 3
2024-08-15,LinkedIn,Sponsored Content,134,14,0,0,0.93,0,9.85,1498,linkedin_sponsored_content_text_65,Text,Sponsored Content - Text 4
2024-08-15,TikTok,Video Views,138,93,1,1,3.3,1.08,1.49,2817,tiktok_video_views_image_77,Image,Video Views - Image 1
2024-08-15,TikTok,Reach,250,152,2,2,2.5,1.32,1.65,6077,tiktok_reach_text_94,Text,Reach - Text 2
2024-08-15,Pinterest,Video Views,50,23,1,1,1.57,4.35,2.18,,pinterest_video_views_video_6,Video,Video Views - Video 1
2024-08-15,Pinterest,Brand Awareness,76,34,1,1,1.31,2.94,2.23,2589,pinterest_brand_awareness_text_61,Text,Brand Awareness - Text 2
2024-08-15,Pinterest,App Install,70,38,1,1,1.56,2.63,1.85,2442,pinterest_app_install_text_55,Text,App Install - Text 3
2024-08-15,Pinterest,Video Views,88,52,1,1,1.22,1.92,1.69,4262,pinterest_video_views_image_55,Image,Video Views - Image 4
2024-08-16,Google Ads,Search - Generic,335,89,4,4,1.93,4.49,3.76,4604,googleads_search_-_generic_image_48,Image,Search - Generic - Image 1
2024-08-16,Google Ads,Search - Brand,378,100,3,3,1.96,3,3.76,5102,googleads_search_-_brand_collection_53,Collection,Search - Brand - Collection 2
2024-08-16,Google Ads,Video - YouTube,489,138,5,5,1.95,3.62,3.54,7080,googleads_video_-_youtube_image_74,Image,Video - YouTube - Image 3
2024-08-16,Facebook,Video Views,495,207,5,5,1.28,2.42,2.39,16135,,,
2024-08-16,Facebook,Lead Generation,401,150,4,4,1.19,2.67,2.67,12585,,,
2024-08-16,LinkedIn,Dynamic Ads,210,28,1,1,0.75,3.57,7.61,3754,linkedin_dynamic_ads_image_79,Image,Dynamic Ads - Image 1
2024-08-16,LinkedIn,Sponsored Content,218,24,1,1,0.95,4.17,9.25,2517,,,
2024-08-16,LinkedIn,Dynamic Ads,174,21,1,1,0.87,4.76,8.39,2410,linkedin_dynamic_ads_carousel_15,Carousel,Dynamic Ads - Carousel 3
2024-08-16,LinkedIn,Text Ads,147,16,1,1,0.93,6.25,9.34,1724,linkedin_text_ads_image_46,Image,Text Ads - Image 4
2024-08-16,TikTok,App Install,87,52,1,1,3.35,1.92,1.66,1550,tiktok_app_install_collection_67,Collection,App Install - Collection 1
2024-08-16,TikTok,Video Views,84,63,1,1,2.41,1.59,1.34,2613,tiktok_video_views_video_7,Video,Video Views - Video 2
2024-08-16,TikTok,Reach,79,46,1,1,2.46,2.17,1.73,1867,tiktok_reach_carousel_0,Carousel,Reach - Carousel 3
2024-08-16,TikTok,Video Views,78,44,1,1,2.58,2.27,1.75,1708,tiktok_video_views_text_31,Text,Video Views - Text 4
2024-08-16,Pinterest,Conversions,101,40,1,1,1.34,2.5,2.54,2975,,,
2024-08-16,Pinterest,Brand Awareness,119,71,1,1,1.41,1.41,1.69,5041,pinterest_brand_awareness_text_75,Text,Brand Awareness - Text 2
2024-08-17,Google Ads,Video - YouTube,328,86,3,3,2.29,3.49,3.83,3759,googleads_video_-_youtube_image_4,Image,Video - YouTube - Image 1
2024-08-17,Google Ads,Shopping,292,77,3,3,1.84,3.9,3.81,4185,,,
2024-08-17,Facebook,Video Views,125,46,1,1,1.03,2.17,2.72,4483,facebook_video_views_video_96,Video,Video Views - Video 1
2024-08-17,Facebook,Lead Generation,142,47,1,1,1.21,2.13,3.01,3899,facebook_lead_generation_text_28,Text,Lead Generation - Text 2
2024-08-17,Facebook,Lead Generation,142,49,1,1,1.02,2.04,2.88,4786,facebook_lead_generation_text_8,Text,Lead Generation - Text 3
2024-08-17,Facebook,Remarketing,115,33,1,1,0.92,3.03,3.49,3592,facebook_remarketing_text_51,Text,Remarketing - Text 4
2024-08-17,LinkedIn,Text Ads,165,14,1,1,0.69,7.14,11.47,,,,
2024-08-17,LinkedIn,Message Ads,172,20,1,1,0.68,5,8.51,2959,,,
2024-08-17,LinkedIn,Message Ads,158,16,1,1,0.7,6.25,9.76,2297,linkedin_message_ads_text_84,Text,Message Ads - Text 3
2024-08-17,TikTok,Video Views,66,46,1,1,3.06,2.17,1.44,1501,tiktok_video_views_text_84,Text,Video Views - Text 1
2024-08-17,TikTok,Reach,140,88,1,1,2.68,1.14,1.59,3286,tiktok_reach_video_3,Video,Reach - Video 2
2024-08-17,Pinterest,Video Views,115,46,1,1,1.69,2.17,2.49,2727,,,
2024-08-17,Pinterest,Conversions,74,32,1,1,1.66,3.13,2.32,1926,,,
2024-08-18,Google Ads,Search - Generic,212,68,3,3,2.66,4.41,3.11,2555,googleads_search_-_generic_text_15,Text,Search - Generic - Text 1
2024-08-18,Google Ads,Display - Remarketing,229,77,3,3,1.9,3.9,2.98,4048,googleads_display_-_remarketing_collection_47,Collection,Display - Remarketing - Collection 2
2024-08-18,Google Ads,Shopping,127,32,1,1,2.03,3.13,3.95,1576,googleads_shopping_text_59,Text,Shopping - Text 3
2024-08-18,Google Ads,Shopping,159,41,1,1,2.05,2.44,3.88,2002,googleads_shopping_carousel_95,Carousel,Shopping - Carousel 4
2024-08-18,Facebook,Conversions,179,62,2,2,1.05,3.23,2.87,5929,facebook_conversions_collection_12,Collection,Conversions - Collection 1
2024-08-18,Facebook,Traffic,157,47,1,1,1.08,2.13,3.32,4359,facebook_traffic_carousel_81,Carousel,Traffic - Carousel 2
2024-08-18,Facebook,Traffic,131,40,1,1,1.24,2.5,3.27,3216,facebook_traffic_text_36,Text,Traffic - Text 3
2024-08-18,LinkedIn,Event Ads,128,13,1,1,0.75,7.69,10.16,1742,linkedin_event_ads_collection_4,Collection,Event Ads - Collection 1
2024-08-18,LinkedIn,Sponsored Content,112,13,1,1,0.8,7.69,8.82,,linkedin_sponsored_content_text_63,Text,Sponsored Content - Text 2
2024-08-18,LinkedIn,Sponsored Content,129,13,1,1,0.68,7.69,9.67,1898,linkedin_sponsored_content_collection_53,Collection,Sponsored Content - Collection 3
2024-08-18,LinkedIn,Event Ads,94,7,0,0,0.7,0,12.63,999,linkedin_event_ads_carousel_83,Carousel,Event Ads - Carousel 4
2024-08-18,TikTok,Conversions,47,26,0,0,2.53,0,1.79,1026,tiktok_conversions_image_64,Image,Conversions - Image 1
2024-08-18,TikTok,Reach,58,32,0,0,2.42,0,1.84,1323,,,
2024-08-18,TikTok,App Install,42,24,0,0,2.52,0,1.74,,tiktok_app_install_collection_62,Collection,App Install - Collection 3
2024-08-18,TikTok,App Install,53,37,0,0,2.76,0,1.42,1339,tiktok_app_install_text_50,Text,App Install - Text 4
2024-08-18,Pinterest,Traffic,77,35,1,1,1.43,2.86,2.18,2451,pinterest_traffic_carousel_93,Carousel,Traffic - Carousel 1
2024-08-18,Pinterest,Video Views,45,23,1,1,1.73,4.35,1.92,1329,,,
2024-08-18,Pinterest,Traffic,31,12,0,0,1.21,0,2.5,989,,,
2024-08-19,Google Ads,Display - Remarketing,298,99,4,4,2.01,4.04,3.02,4935,googleads_display_-_remarketing_carousel_19,Carousel,Display - Remarketing - Carousel 1
2024-08-19,Google Ads,Video - YouTube,430,120,4,4,2.4,3.33,3.6,4993,googleads_video_-_youtube_text_1,Text,Video - YouTube - Text 2
2024-08-19,Google Ads,Search - Brand,496,162,8,8,1.97,4.94,3.06,8203,,,
2024-08-19,Facebook,Lead Generation,391,130,3,3,1.26,2.31,3.01,10305,,,
2024-08-19,Facebook,Video Views,294,92,2,2,0.93,2.17,3.18,9886,facebook_video_views_text_39,Text,Video Views - Text 2
2024-08-19,LinkedIn,Text Ads,194,23,1,1,0.74,4.35,8.49,3121,linkedin_text_ads_text_72,Text,Text Ads - Text 1
2024-08-19,LinkedIn,Text Ads,171,20,1,1,0.85,5,8.68,2366,,,
2024-08-19,LinkedIn,Text Ads,194,19,1,1,0.72,5.26,10.27,2655,linkedin_text_ads_text_63,Text,Text Ads - Text 3
2024-08-19,TikTok,Conversions,195,117,3,3,2.98,2.56,1.66,3926,tiktok_conversions_video_7,Video,Conversions - Video 1
2024-08-19,TikTok,Traffic,133,88,1,1,3.22,1.14,1.52,2734,tiktok_traffic_carousel_98,Carousel,Traffic - Carousel 2
2024-08-19,Pinterest,Traffic,109,63,1,1,1.43,1.59,1.74,4416,pinterest_traffic_carousel_26,Carousel,Traffic - Carousel 1
2024-08-19,Pinterest,Video Views,127,54,1,1,1.46,1.85,2.37,,pinterest_video_views_collection_25,Collection,Video Views - Collection 2
2024-08-20,Google Ads,Search - Brand,264,89,3,3,2.19,3.37,2.98,4063,googleads_search_-_brand_collection_5,Collection,Search - Brand - Collection 1
2024-08-20,Google Ads,Search - Generic,378,141,6,6,1.9,4.26,2.69,7419,googleads_search_-_generic_image_4,Image,Search - Generic - Image 2
2024-08-20,Google Ads,Display - Remarketing,306,87,4,4,2.26,4.6,3.52,3844,,,
2024-08-20,Google Ads,Search - Generic,349,112,4,4,2.12,3.57,3.12,5284,googleads_search_-_generic_video_65,Video,Search - Generic - Video 4
2024-08-20,Facebook,Conversions,514,172,5,5,0.95,2.91,2.99,18122,,,
2024-08-20,Facebook,Lead Generation,332,133,3,3,0.94,2.26,2.49,14198,,,
2024-08-20,LinkedIn,Dynamic Ads,271,28,1,1,0.81,3.57,9.55,3456,,,
2024-08-20,LinkedIn,Dynamic Ads,253,25,1,1,0.81,4,10.27,3071,linkedin_dynamic_ads_image_30,Image,Dynamic Ads - Image 2
2024-08-20,LinkedIn,Message Ads,309,35,1,1,0.81,2.86,8.71,4344,linkedin_message_ads_text_42,Text,Message Ads - Text 3
2024-08-20,TikTok,Video Views,105,69,1,1,2.7,1.45,1.53,2552,tiktok_video_views_collection_83,Collection,Video Views - Collection 1
2024-08-20,TikTok,App Install,97,75,2,2,3.06,2.67,1.28,2450,tiktok_app_install_image_74,Image,App Install - Image 2
2024-08-20,TikTok,Conversions,113,69,1,1,3.1,1.45,1.63,2224,tiktok_conversions_text_90,Text,Conversions - Text 3
2024-08-20,TikTok,Conversions,75,44,1,1,2.63,2.27,1.7,1674,tiktok_conversions_video_45,Video,Conversions - Video 4
2024-08-20,Pinterest,Video Views,156,100,2,2,1.62,2,1.57,6158,pinterest_video_views_text_57,Text,Video Views - Text 1
2024-08-20,Pinterest,Traffic,134,70,1,1,1.31,1.43,1.91,,pinterest_traffic_collection_5,Collection,Traffic - Collection 2
2024-08-21,Google Ads,Search - Generic,301,105,4,4,2.1,3.81,2.86,5005,googleads_search_-_generic_carousel_44,Carousel,Search - Generic - Carousel 1
2024-08-21,Google Ads,Search - Brand,297,93,3,3,1.94,3.23,3.18,4783,googleads_search_-_brand_image_44,Image,Search - Brand - Image 2
2024-08-21,Google Ads,Display - Remarketing,268,76,3,3,2.71,3.95,3.53,2801,,,
2024-08-21,Google Ads,Video - YouTube,362,114,4,4,2.66,3.51,3.19,,googleads_video_-_youtube_carousel_16,Carousel,Video - YouTube - Carousel 4
2024-08-21,Facebook,Conversions,255,86,2,2,1.01,2.33,2.97,8530,facebook_conversions_image_57,Image,Conversions - Image 1
2024-08-21,Facebook,Video Views,289,91,2,2,1.21,2.2,3.16,7550,facebook_video_views_video_94,Video,Video Views - Video 2
2024-08-21,Facebook,Conversions,248,94,2,2,1.18,2.13,2.63,7965,facebook_conversions_carousel_68,Carousel,Conversions - Carousel 3
2024-08-21,LinkedIn,Event Ads,182,24,1,1,0.71,4.17,7.46,3384,linkedin_event_ads_text_58,Text,Event Ads - Text 1
2024-08-21,LinkedIn,Message Ads,121,11,0,0,0.69,0,10.97,1605,linkedin_message_ads_video_89,Video,Message Ads - Video 2
2024-08-21,LinkedIn,Dynamic Ads,190,22,1,1,0.87,4.55,8.48,2525,linkedin_dynamic_ads_carousel_82,Carousel,Dynamic Ads - Carousel 3
2024-08-21,LinkedIn,Dynamic Ads,130,12,1,1,0.84,8.33,10.86,1434,linkedin_dynamic_ads_carousel_21,Carousel,Dynamic Ads - Carousel 4
2024-08-21,TikTok,Reach,156,89,2,2,3.05,2.25,1.75,2921,tiktok_reach_video_58,Video,Reach - Video 1
2024-08-21,TikTok,Reach,201,146,2,2,3.28,1.37,1.38,4448,tiktok_reach_image_43,Image,Reach - Image 2
2024-08-21,Pinterest,Traffic,88,44,1,1,1.45,2.27,1.98,3040,pinterest_traffic_collection_88,Collection,Traffic - Collection 1
2024-08-21,Pinterest,App Install,60,26,1,1,1.32,3.85,2.34,1966,pinterest_app_install_video_94,Video,App Install - Video 2
2024-08-21,Pinterest,App Install,56,23,0,0,1.34,0,2.48,1722,pinterest_app_install_image_42,Image,App Install - Image 3
2024-08-21,Pinterest,Brand Awareness,75,47,1,1,1.38,2.13,1.59,,pinterest_brand_awareness_text_82,Text,Brand Awareness - Text 4
2024-08-22,Google Ads,Display - Remarketing,483,161,5,5,2.7,3.11,3.01,5963,,,
2024-08-22,Google Ads,Video - YouTube,340,106,3,3,2.54,2.83,3.21,4173,googleads_video_-_youtube_collection_62,Collection,Video - YouTube - Collection 2
2024-08-22,Google Ads,Display - Remarketing,314,92,4,4,2.06,4.35,3.43,4461,googleads_display_-_remarketing_image_4,Image,Display - Remarketing - Image 3
2024-08-22,Facebook,Traffic,216,66,1,1,1.14,1.52,3.29,5802,facebook_traffic_image_18,Image,Traffic - Image 1
2024-08-22,Facebook,Conversions,271,101,2,2,1.27,1.98,2.67,,facebook_conversions_video_72,Video,Conversions - Video 2
2024-08-22,Facebook,Video Views,249,87,2,2,0.99,2.3,2.85,8821,,,
2024-08-22,LinkedIn,Dynamic Ads,185,18,1,1,0.91,5.56,10.24,1981,,,
2024-08-22,LinkedIn,Text Ads,248,30,1,1,0.99,3.33,8.17,3039,linkedin_text_ads_text_49,Text,Text Ads - Text 2
2024-08-22,LinkedIn,Event Ads,208,21,1,1,0.81,4.76,9.81,2603,linkedin_event_ads_carousel_44,Carousel,Event Ads - Carousel 3
2024-08-22,TikTok,Traffic,121,91,1,1,2.6,1.1,1.32,3496,tiktok_traffic_text_50,Text,Traffic - Text 1
2024-08-22,TikTok,Video Views,110,65,1,1,2.46,1.54,1.7,2647,tiktok_video_views_collection_45,Collection,Video Views - Collection 2
2024-08-22,TikTok,Conversions,98,56,1,1,3.24,1.79,1.75,1726,tiktok_conversions_carousel_78,Carousel,Conversions - Carousel 3
2024-08-22,Pinterest,App Install,61,29,0,0,1.35,0,2.12,2153,pinterest_app_install_carousel_54,Carousel,App Install - Carousel 1
2024-08-22,Pinterest,Video Views,67,28,1,1,1.29,3.57,2.38,,pinterest_video_views_carousel_93,Carousel,Video Views - Carousel 2
2024-08-22,Pinterest,App Install,98,60,1,1,1.27,1.67,1.63,4730,pinterest_app_install_image_75,Image,App Install - Image 3
2024-08-22,Pinterest,Conversions,41,16,0,0,1.27,0,2.59,1261,pinterest_conversions_video_26,Video,Conversions - Video 4
2024-08-23,Google Ads,Search - Generic,191,52,2,2,1.94,3.85,3.67,2682,googleads_search_-_generic_image_73,Image,Search - Generic - Image 1
2024-08-23,Google Ads,Search - Brand,309,113,3,3,2.62,2.65,2.73,4308,googleads_search_-_brand_text_51,Text,Search - Brand - Text 2
2024-08-23,Google Ads,Shopping,206,54,3,3,2.58,5.56,3.8,2092,,,
2024-08-23,Google Ads,Shopping,347,135,6,6,1.88,4.44,2.58,7189,,,
2024-08-23,Facebook,Remarketing,259,89,2,2,1.12,2.25,2.91,7924,facebook_remarketing_video_77,Video,Remarketing - Video 1
2024-08-23,Facebook,Traffic,224,73,2,2,1.01,2.74,3.07,7208,facebook_traffic_collection_59,Collection,Traffic - Collection 2
2024-08-23,Facebook,Video Views,257,101,3,3,1,2.97,2.53,10144,,,
2024-08-23,LinkedIn,Text Ads,160,18,1,1,0.77,5.56,9.04,2352,,,
2024-08-23,LinkedIn,Sponsored Content,153,17,1,1,0.83,5.88,8.8,2058,linkedin_sponsored_content_collection_73,Collection,Sponsored Content - Collection 2
2024-08-23,LinkedIn,Event Ads,229,26,1,1,0.7,3.85,8.7,3698,,,
2024-08-23,LinkedIn,Sponsored Content,183,20,1,1,0.79,5,9.27,2522,linkedin_sponsored_content_image_43,Image,Sponsored Content - Image 4
2024-08-23,TikTok,Reach,76,41,1,1,3.39,2.44,1.86,1209,tiktok_reach_collection_64,Collection,Reach - Collection 1
2024-08-23,TikTok,App Install,55,30,1,1,2.4,3.33,1.84,1250,tiktok_app_install_video_27,Video,App Install - Video 2
2024-08-23,TikTok,Reach,120,92,2,2,2.71,2.17,1.3,,tiktok_reach_image_86,Image,Reach - Image 3
2024-08-23,TikTok,Reach,93,54,1,1,2.5,1.85,1.71,2159,tiktok_reach_image_52,Image,Reach - Image 4
2024-08-23,Pinterest,Traffic,222,151,2,2,1.41,1.32,1.47,10720,pinterest_traffic_carousel_91,Carousel,Traffic - Carousel 1
2024-08-23,Pinterest,Video Views,197,101,2,2,1.61,1.98,1.95,6269,pinterest_video_views_text_24,Text,Video Views - Text 2
2024-08-24,Google Ads,Display - Remarketing,202,48,2,2,2.2,4.17,4.18,2182,googleads_display_-_remarketing_collection_30,Collection,Display - Remarketing - Collection 1
2024-08-24,Google Ads,Video - YouTube,285,79,3,3,2.01,3.8,3.63,3939,googleads_video_-_youtube_video_69,Video,Video - YouTube - Video 2
2024-08-24,Google Ads,Shopping,283,80,2,2,2.25,2.5,3.52,3552,,,
2024-08-24,Facebook,Remarketing,84,23,1,1,1.08,4.35,3.7,2130,facebook_remarketing_text_38,Text,Remarketing - Text 1
2024-08-24,Facebook,Lead Generation,85,24,1,1,1.2,4.17,3.57,2006,,,
2024-08-24,Facebook,Conversions,117,37,1,1,1.26,2.7,3.13,2944,facebook_conversions_text_51,Text,Conversions - Text 3
2024-08-24,Facebook,Traffic,108,30,1,1,0.96,3.33,3.6,3127,,,
2024-08-24,LinkedIn,Sponsored Content,131,15,1,1,0.92,6.67,8.77,1635,linkedin_sponsored_content_text_16,Text,Sponsored Content - Text 1
2024-08-24,LinkedIn,Event Ads,148,12,1,1,1,8.33,12.31,,linkedin_event_ads_collection_18,Collection,Event Ads - Collection 2
2024-08-24,LinkedIn,Sponsored Content,156,16,1,1,0.73,6.25,9.72,2183,linkedin_sponsored_content_text_54,Text,Sponsored Content - Text 3
2024-08-24,TikTok,Video Views,84,42,1,1,2.8,2.38,2.01,1498,tiktok_video_views_image_89,Image,Video Views - Image 1
2024-08-24,TikTok,Reach,85,43,1,1,2.38,2.33,1.99,1810,tiktok_reach_carousel_17,Carousel,Reach - Carousel 2
2024-08-24,Pinterest,Traffic,84,38,1,1,1.61,2.63,2.24,2356,pinterest_traffic_carousel_33,Carousel,Traffic - Carousel 1
2024-08-24,Pinterest,App Install,71,31,1,1,1.35,3.23,2.3,2302,pinterest_app_install_collection_80,Collection,App Install - Collection 2
2024-08-25,Google Ads,Search - Brand,281,79,2,2,2.6,2.53,3.57,3034,googleads_search_-_brand_carousel_94,Carousel,Search - Brand - Carousel 1
2024-08-25,Google Ads,Display - Remarketing,252,67,3,3,2.56,4.48,3.79,2617,googleads_display_-_remarketing_collection_18,Collection,Display - Remarketing - Collection 2
2024-08-25,Facebook,Lead Generation,98,31,1,1,1.3,3.23,3.19,2393,facebook_lead_generation_image_79,Image,Lead Generation - Image 1
2024-08-25,Facebook,Video Views,79,21,0,0,1.01,0,3.75,2082,facebook_video_views_image_60,Image,Video Views - Image 2
2024-08-25,Facebook,Conversions,125,48,1,1,1.17,2.08,2.59,4107,facebook_conversions_collection_52,Collection,Conversions - Collection 3
2024-08-25,Facebook,Traffic,121,42,1,1,1.17,2.38,2.87,3580,facebook_traffic_collection_34,Collection,Traffic - Collection 4
2024-08-25,LinkedIn,Dynamic Ads,75,6,0,0,0.82,0,12.13,730,linkedin_dynamic_ads_text_2,Text,Dynamic Ads - Text 1
2024-08-25,LinkedIn,Sponsored Content,112,11,1,1,0.91,9.09,10.37,1213,linkedin_sponsored_content_text_30,Text,Sponsored Content - Text 2
2024-08-25,LinkedIn,Dynamic Ads,97,8,0,0,0.68,0,12.27,,linkedin_dynamic_ads_collection_66,Collection,Dynamic Ads - Collection 3
2024-08-25,LinkedIn,Sponsored Content,92,8,0,0,0.86,0,11.24,,linkedin_sponsored_content_collection_67,Collection,Sponsored Content - Collection 4
2024-08-25,TikTok,Traffic,59,34,1,1,3.05,2.94,1.76,1115,tiktok_traffic_video_16,Video,Traffic - Video 1
2024-08-25,TikTok,Traffic,60,33,1,1,2.5,3.03,1.8,1320,,,
2024-08-25,TikTok,App Install,72,42,1,1,2.57,2.38,1.71,1634,tiktok_app_install_image_36,Image,App Install - Image 3
2024-08-25,Pinterest,Traffic,45,18,0,0,1.23,0,2.47,1469,pinterest_traffic_text_20,Text,Traffic - Text 1
2024-08-25,Pinterest,App Install,38,14,0,0,1.59,0,2.67,,pinterest_app_install_carousel_52,Carousel,App Install - Carousel 2
2024-08-25,Pinterest,Video Views,85,46,1,1,1.22,2.17,1.86,,pinterest_video_views_text_28,Text,Video Views - Text 3
2024-08-26,Google Ads,Video - YouTube,629,247,8,8,2.52,3.24,2.55,9796,,,
2024-08-26,Google Ads,Search - Generic,631,179,5,5,2.34,2.79,3.53,7652,googleads_search_-_generic_video_84,Video,Search - Generic - Video 2
2024-08-26,Facebook,Traffic,254,83,2,2,1.12,2.41,3.05,7387,facebook_traffic_video_10,Video,Traffic - Video 1
2024-08-26,Facebook,Video Views,319,118,3,3,1.11,2.54,2.7,10661,facebook_video_views_video_36,Video,Video Views - Video 2
2024-08-26,LinkedIn,Text Ads,322,29,1,1,0.7,3.45,10.95,,linkedin_text_ads_image_4,Image,Text Ads - Image 1
2024-08-26,LinkedIn,Text Ads,285,33,2,2,0.8,6.06,8.66,4143,linkedin_text_ads_video_15,Video,Text Ads - Video 2
2024-08-26,TikTok,Conversions,180,112,3,3,3.03,2.68,1.61,3699,,,
2024-08-26,TikTok,Video Views,246,198,3,3,2.61,1.52,1.24,7573,tiktok_video_views_carousel_20,Carousel,Video Views - Carousel 2
2024-08-26,Pinterest,App Install,55,23,0,0,1.26,0,2.37,1821,pinterest_app_install_collection_14,Collection,App Install - Collection 1
2024-08-26,Pinterest,Video Views,62,37,1,1,1.66,2.7,1.65,2233,pinterest_video_views_carousel_40,Carousel,Video Views - Carousel 2
2024-08-26,Pinterest,Conversions,90,50,1,1,1.45,2,1.8,3454,,,
2024-08-26,Pinterest,Conversions,75,45,1,1,1.56,2.22,1.65,2886,,,
2024-08-27,Google Ads,Display - Remarketing,238,83,3,3,2.31,3.61,2.88,3598,googleads_display_-_remarketing_image_96,Image,Display - Remarketing - Image 1
2024-08-27,Google Ads,Search - Brand,241,61,2,2,2.48,3.28,3.94,2456,googleads_search_-_brand_text_66,Text,Search - Brand - Text 2
2024-08-27,Google Ads,Display - Remarketing,344,138,6,6,2.4,4.35,2.5,5750,googleads_display_-_remarketing_video_90,Video,Display - Remarketing - Video 3
2024-08-27,Google Ads,Shopping,285,73,2,2,2.35,2.74,3.89,3100,googleads_shopping_image_58,Image,Shopping - Image 4
2024-08-27,Facebook,Traffic,233,68,1,1,1.16,1.47,3.43,5860,facebook_traffic_collection_18,Collection,Traffic - Collection 1
2024-08-27,Facebook,Lead Generation,302,123,3,3,1.09,2.44,2.46,11326,facebook_lead_generation_image_95,Image,Lead Generation - Image 2
2024-08-27,Facebook,Remarketing,228,80,2,2,1.18,2.5,2.86,6757,facebook_remarketing_collection_21,Collection,Remarketing - Collection 3
2024-08-27,LinkedIn,Dynamic Ads,255,33,1,1,0.87,3.03,7.77,3807,linkedin_dynamic_ads_video_42,Video,Dynamic Ads - Video 1
2024-08-27,LinkedIn,Message Ads,196,21,1,1,0.91,4.76,9.13,2305,,,
2024-08-27,LinkedIn,Text Ads,242,28,1,1,0.91,3.57,8.68,3086,linkedin_text_ads_collection_53,Collection,Text Ads - Collection 3
2024-08-27,TikTok,Reach,99,62,1,1,3.12,1.61,1.6,1985,tiktok_reach_collection_24,Collection,Reach - Collection 1
2024-08-27,TikTok,Video Views,66,37,1,1,3.16,2.7,1.76,1171,,,
2024-08-27,TikTok,Video Views,94,55,1,1,2.78,1.82,1.7,1978,,,
2024-08-27,TikTok,Conversions,87,60,1,1,2.55,1.67,1.45,2356,tiktok_conversions_text_48,Text,Conversions - Text 4
2024-08-27,Pinterest,Traffic,84,39,1,1,1.21,2.56,2.18,3230,,,
2024-08-27,Pinterest,Traffic,107,52,1,1,1.36,1.92,2.05,3837,pinterest_traffic_video_26,Video,Traffic - Video 2
2024-08-27,Pinterest,App Install,83,47,1,1,1.2,2.13,1.77,3922,pinterest_app_install_video_98,Video,App Install - Video 3
2024-08-28,Google Ads,Search - Generic,311,117,6,6,2.08,5.13,2.66,5620,googleads_search_-_generic_collection_89,Collection,Search - Generic - Collection 1
2024-08-28,Google Ads,Shopping,348,95,3,3,2,3.16,3.65,4742,,,
2024-08-28,Google Ads,Search - Brand,270,72,3,3,2.24,4.17,3.76,3219,,,
2024-08-28,Google Ads,Video - YouTube,233,60,2,2,2.42,3.33,3.9,2483,,,
2024-08-28,Facebook,Lead Generation,366,108,2,2,1.25,1.85,3.4,8664,facebook_lead_generation_carousel_56,Carousel,Lead Generation - Carousel 1
2024-08-28,Facebook,Video Views,320,89,2,2,1.35,2.25,3.61,6588,facebook_video_views_image_69,Image,Video Views - Image 2
2024-08-28,LinkedIn,Sponsored Content,307,27,1,1,0.91,3.7,11.3,2970,linkedin_sponsored_content_text_13,Text,Sponsored Content - Text 1
2024-08-28,LinkedIn,Message Ads,390,39,1,1,0.94,2.56,9.92,4142,,,
2024-08-28,TikTok,Traffic,241,195,4,4,2.74,2.05,1.24,7129,tiktok_traffic_carousel_91,Carousel,Traffic - Carousel 1
2024-08-28,TikTok,Reach,191,112,2,2,2.79,1.79,1.71,4019,tiktok_reach_image_83,Image,Reach - Image 2
2024-08-28,Pinterest,Traffic,162,80,1,1,1.29,1.25,2.02,6219,pinterest_traffic_video_91,Video,Traffic - Video 1
2024-08-28,Pinterest,Video Views,196,101,3,3,1.45,2.97,1.94,6966,,,
2024-08-29,Google Ads,Display - Remarketing,539,155,7,7,2.53,4.52,3.48,6138,googleads_display_-_remarketing_carousel_94,Carousel,Display - Remarketing - Carousel 1
2024-08-29,Google Ads,Video - YouTube,692,193,7,7,2.25,3.63,3.58,8569,googleads_video_-_youtube_collection_27,Collection,Video - YouTube - Collection 2
2024-08-29,Facebook,Lead Generation,178,62,2,2,1.07,3.23,2.86,,facebook_lead_generation_carousel_8,Carousel,Lead Generation - Carousel 1
2024-08-29,Facebook,Video Views,194,82,2,2,1,2.44,2.35,8166,,,
2024-08-29,Facebook,Conversions,212,68,1,1,0.98,1.47,3.12,6927,facebook_conversions_video_38,Video,Conversions - Video 3
2024-08-29,Facebook,Video Views,202,62,2,2,1.29,3.23,3.27,4813,facebook_video_views_image_86,Image,Video Views - Image 4
2024-08-29,LinkedIn,Message Ads,259,32,1,1,0.92,3.13,8.13,3481,linkedin_message_ads_image_32,Image,Message Ads - Image 1
2024-08-29,LinkedIn,Event Ads,267,26,1,1,0.87,3.85,10.26,2980,,,
2024-08-29,TikTok,Video Views,130,73,2,2,2.38,2.74,1.79,3070,tiktok_video_views_carousel_5,Carousel,Video Views - Carousel 1
