customer_id,acquisition_date,acquisition_channel,acquisition_campaign,first_purchase_value,customer_segment,acquisition_cac,predicted_ltv
cust_1718297209382_linkedin_0,2024-06-13,LinkedIn,Text Ads,283.42,Enterprise,161,684.94
cust_1718297209382_tiktok_0,2024-06-13,TikTok,Reach,369.74,Low Value,67.5,713.33
cust_1718297209382_tiktok_1,2024-06-13,TikTok,Reach,267.44,High Value,67.5,530.84
cust_1718297209382_tiktok_0,2024-06-13,TikTok,Video Views,188.79,SMB,69.67,336.15
cust_1718297209382_tiktok_1,2024-06-13,TikTok,Video Views,205.28,Low Value,69.67,443.8
cust_1718297209382_tiktok_2,2024-06-13,TikTok,Video Views,167.49,Low Value,69.67,457.6
cust_1718297209382_pinterest_0,2024-06-13,Pinterest,Conversions,204.11,Low Value,55,650.97
cust_1718297209382_pinterest_0,2024-06-13,Pinterest,App Install,159.54,Low Value,63,342.02
cust_1718297209382_pinterest_0,2024-06-13,Pinterest,Video Views,200.69,SMB,52,861.9
cust_1718383609382_googleads_0,2024-06-14,Google Ads,Shopping,223.99,Medium Value,112.6,957.6
cust_1718383609382_googleads_1,2024-06-14,Google Ads,Shopping,268.49,Low Value,112.6,900.94
cust_1718383609382_googleads_2,2024-06-14,Google Ads,Shopping,366.05,SMB,112.6,793.67
cust_1718383609382_googleads_3,2024-06-14,Google Ads,Shopping,312.15,Low Value,112.6,640.5
cust_1718383609382_googleads_4,2024-06-14,Google Ads,Shopping,317.9,Medium Value,112.6,801.25
cust_1718383609382_googleads_0,2024-06-14,Google Ads,Display - Remarketing,276.62,Low Value,102,523.58
cust_1718383609382_googleads_1,2024-06-14,Google Ads,Display - Remarketing,215.48,Low Value,102,654.11
cust_1718383609382_googleads_2,2024-06-14,Google Ads,Display - Remarketing,237.17,High Value,102,635.47
cust_1718383609382_googleads_3,2024-06-14,Google Ads,Display - Remarketing,229.98,High Value,102,517.47
cust_1718383609382_googleads_4,2024-06-14,Google Ads,Display - Remarketing,324.98,Low Value,102,654.33
cust_1718383609382_facebook_0,2024-06-14,Facebook,Lead Generation,186.63,Low Value,95.33,535.71
cust_1718383609382_facebook_1,2024-06-14,Facebook,Lead Generation,335.87,Low Value,95.33,401.96
cust_1718383609382_facebook_2,2024-06-14,Facebook,Lead Generation,190.12,High Value,95.33,540.38
cust_1718383609382_facebook_0,2024-06-14,Facebook,Video Views,153.49,SMB,121.5,505.15
cust_1718383609382_facebook_1,2024-06-14,Facebook,Video Views,166.62,Medium Value,121.5,409.77
cust_1718383609382_facebook_0,2024-06-14,Facebook,Traffic,213.09,High Value,170,700.35
cust_1718383609382_linkedin_0,2024-06-14,LinkedIn,Event Ads,142.43,High Value,161,197.63
cust_1718383609382_linkedin_0,2024-06-14,LinkedIn,Message Ads,113.18,Low Value,173,486.21
cust_1718383609382_linkedin_0,2024-06-14,LinkedIn,Sponsored Content,137.02,Medium Value,122,254.02
cust_1718383609382_tiktok_0,2024-06-14,TikTok,Video Views,226.62,Low Value,56,772.73
cust_1718383609382_tiktok_1,2024-06-14,TikTok,Video Views,279.12,Enterprise,56,414.1
cust_1718383609382_tiktok_2,2024-06-14,TikTok,Video Views,254.07,Medium Value,56,660.12
cust_1718383609382_tiktok_0,2024-06-14,TikTok,Conversions,362.92,Low Value,53.75,855.84
cust_1718383609382_tiktok_1,2024-06-14,TikTok,Conversions,244.87,Low Value,53.75,461.08
cust_1718383609382_tiktok_2,2024-06-14,TikTok,Conversions,315.48,Low Value,53.75,853.65
cust_1718383609382_tiktok_3,2024-06-14,TikTok,Conversions,349.86,Medium Value,53.75,946.93
cust_1718383609382_pinterest_0,2024-06-14,Pinterest,Video Views,177.81,Low Value,94,560.03
cust_1718383609382_pinterest_0,2024-06-14,Pinterest,Brand Awareness,305.46,Medium Value,90,714.42
cust_1718470009382_googleads_0,2024-06-15,Google Ads,Video - YouTube,202.28,High Value,119,633.25
cust_1718470009382_googleads_0,2024-06-15,Google Ads,Display - Remarketing,154.16,Enterprise,123,614.69
cust_1718470009382_googleads_0,2024-06-15,Google Ads,Video - YouTube,189.85,Medium Value,111,862.42
cust_1718470009382_googleads_0,2024-06-15,Google Ads,Display - Remarketing,161.93,Low Value,110,425.68
cust_1718470009382_facebook_0,2024-06-15,Facebook,Conversions,211.54,High Value,108,909.11
cust_1718470009382_facebook_0,2024-06-15,Facebook,Remarketing,183.31,Medium Value,93,511.36
cust_1718470009382_facebook_0,2024-06-15,Facebook,Lead Generation,182.73,Medium Value,127,298.33
cust_1718470009382_facebook_0,2024-06-15,Facebook,Remarketing,212.23,Medium Value,67,828.58
cust_1718470009382_linkedin_0,2024-06-15,LinkedIn,Sponsored Content,279.31,Medium Value,152,988.66
cust_1718470009382_linkedin_0,2024-06-15,LinkedIn,Sponsored Content,251.77,Medium Value,90,647.99
cust_1718470009382_tiktok_0,2024-06-15,TikTok,App Install,357.44,Low Value,118,1072.74
cust_1718470009382_tiktok_0,2024-06-15,TikTok,App Install,372.55,Medium Value,107,663.52
cust_1718470009382_pinterest_0,2024-06-15,Pinterest,Conversions,195.66,Medium Value,57,468.91
cust_1718556409382_googleads_0,2024-06-16,Google Ads,Video - YouTube,227.57,Medium Value,151,604.57
cust_1718556409382_googleads_0,2024-06-16,Google Ads,Search - Generic,251.51,Low Value,118,667.53
cust_1718556409382_googleads_0,2024-06-16,Google Ads,Search - Generic,275.42,SMB,89,875.81
cust_1718556409382_googleads_1,2024-06-16,Google Ads,Search - Generic,285.86,Medium Value,89,421.72
cust_1718556409382_googleads_0,2024-06-16,Google Ads,Shopping,117.87,Enterprise,145,418.13
cust_1718556409382_facebook_0,2024-06-16,Facebook,Video Views,201.08,Low Value,160,376.48
cust_1718556409382_facebook_0,2024-06-16,Facebook,Conversions,234.83,Medium Value,173,469.64
cust_1718556409382_facebook_0,2024-06-16,Facebook,Lead Generation,353.17,Low Value,152,483.91
cust_1718556409382_linkedin_0,2024-06-16,LinkedIn,Dynamic Ads,159.7,Medium Value,146,380.96
cust_1718556409382_linkedin_0,2024-06-16,LinkedIn,Dynamic Ads,191.27,Low Value,129,604.95
cust_1718556409382_linkedin_0,2024-06-16,LinkedIn,Event Ads,336.83,Low Value,158,607.96
cust_1718556409382_tiktok_0,2024-06-16,TikTok,Conversions,201.73,Medium Value,83,857.36
cust_1718556409382_tiktok_0,2024-06-16,TikTok,Conversions,230.24,Enterprise,81,427.15
cust_1718556409382_pinterest_0,2024-06-16,Pinterest,Conversions,275.73,Enterprise,63,963.06
cust_1718556409382_pinterest_0,2024-06-16,Pinterest,Traffic,225.02,Medium Value,45,354.15
cust_1718642809382_googleads_0,2024-06-17,Google Ads,Search - Generic,158.69,Medium Value,95.33,360.51
cust_1718642809382_googleads_1,2024-06-17,Google Ads,Search - Generic,176.25,Low Value,95.33,279.04
cust_1718642809382_googleads_2,2024-06-17,Google Ads,Search - Generic,185.47,Enterprise,95.33,371.73
cust_1718642809382_googleads_0,2024-06-17,Google Ads,Search - Brand,132.17,High Value,97,435.15
cust_1718642809382_googleads_1,2024-06-17,Google Ads,Search - Brand,146.12,High Value,97,430.4
cust_1718642809382_googleads_0,2024-06-17,Google Ads,Search - Generic,113.23,Medium Value,72.67,532.07
cust_1718642809382_googleads_1,2024-06-17,Google Ads,Search - Generic,171.35,Low Value,72.67,271.96
cust_1718642809382_googleads_2,2024-06-17,Google Ads,Search - Generic,193.2,Medium Value,72.67,534.25
cust_1718642809382_googleads_0,2024-06-17,Google Ads,Search - Brand,127.34,Low Value,90.5,402.99
cust_1718642809382_googleads_1,2024-06-17,Google Ads,Search - Brand,213.68,High Value,90.5,374.21
cust_1718642809382_facebook_0,2024-06-17,Facebook,Conversions,185.83,Medium Value,137,353.64
cust_1718642809382_facebook_0,2024-06-17,Facebook,Lead Generation,318.62,Low Value,77.5,737.19
cust_1718642809382_facebook_1,2024-06-17,Facebook,Lead Generation,312.22,Medium Value,77.5,948.67
cust_1718642809382_facebook_0,2024-06-17,Facebook,Remarketing,169.66,High Value,146,362.72
cust_1718642809382_facebook_0,2024-06-17,Facebook,Remarketing,195,Low Value,131,365.2
cust_1718642809382_linkedin_0,2024-06-17,LinkedIn,Sponsored Content,247.05,Medium Value,141,559.69
cust_1718642809382_linkedin_0,2024-06-17,LinkedIn,Text Ads,325.47,SMB,237,521.06
cust_1718642809382_linkedin_0,2024-06-17,LinkedIn,Message Ads,261.66,Enterprise,140,437.94
cust_1718642809382_tiktok_0,2024-06-17,TikTok,App Install,257.33,Low Value,70,944.42
cust_1718642809382_tiktok_0,2024-06-17,TikTok,Traffic,315.78,SMB,92,656.11
cust_1718642809382_tiktok_0,2024-06-17,TikTok,Video Views,193.7,Low Value,56.5,829.55
cust_1718642809382_tiktok_1,2024-06-17,TikTok,Video Views,298.89,Medium Value,56.5,762.45
cust_1718642809382_pinterest_0,2024-06-17,Pinterest,App Install,333.31,Medium Value,54,975.17
cust_1718642809382_pinterest_0,2024-06-17,Pinterest,Video Views,177.66,SMB,73,537.8
cust_1718642809382_pinterest_0,2024-06-17,Pinterest,App Install,110.94,High Value,74,441.85
cust_1718729209382_googleads_0,2024-06-18,Google Ads,Search - Generic,156.77,Low Value,126.5,425.74
cust_1718729209382_googleads_1,2024-06-18,Google Ads,Search - Generic,119.42,Medium Value,126.5,288.04
cust_1718729209382_googleads_0,2024-06-18,Google Ads,Search - Brand,129.55,Low Value,86.25,235.3
cust_1718729209382_googleads_1,2024-06-18,Google Ads,Search - Brand,178.5,High Value,86.25,371.36
cust_1718729209382_googleads_2,2024-06-18,Google Ads,Search - Brand,110.52,High Value,86.25,372.73
cust_1718729209382_googleads_3,2024-06-18,Google Ads,Search - Brand,105.89,SMB,86.25,261.39
cust_1718729209382_googleads_0,2024-06-18,Google Ads,Display - Remarketing,131.8,Low Value,180,484.91
cust_1718729209382_googleads_0,2024-06-18,Google Ads,Search - Generic,168.68,Low Value,86,334.57
cust_1718729209382_googleads_1,2024-06-18,Google Ads,Search - Generic,127.72,High Value,86,349.27
cust_1718729209382_googleads_2,2024-06-18,Google Ads,Search - Generic,102.2,SMB,86,423.08
cust_1718729209382_facebook_0,2024-06-18,Facebook,Conversions,154.34,High Value,144,654.11
cust_1718729209382_facebook_0,2024-06-18,Facebook,Lead Generation,186.55,Medium Value,107,323.37
cust_1718729209382_facebook_0,2024-06-18,Facebook,Video Views,190.83,Medium Value,160,657.16
cust_1718729209382_facebook_0,2024-06-18,Facebook,Remarketing,280.09,Medium Value,146,588.08
cust_1718729209382_linkedin_0,2024-06-18,LinkedIn,Dynamic Ads,237.74,Enterprise,173,627.9
cust_1718729209382_linkedin_1,2024-06-18,LinkedIn,Dynamic Ads,283.5,High Value,173,641.86
cust_1718729209382_linkedin_0,2024-06-18,LinkedIn,Dynamic Ads,215.57,Medium Value,205,503.45
cust_1718729209382_tiktok_0,2024-06-18,TikTok,Video Views,283.9,Enterprise,73,834.93
cust_1718729209382_tiktok_0,2024-06-18,TikTok,Reach,389.62,Medium Value,74,647.52
cust_1718729209382_tiktok_0,2024-06-18,TikTok,Conversions,308.53,High Value,65,406.38
cust_1718729209382_tiktok_0,2024-06-18,TikTok,Conversions,278.27,High Value,66,520.95
cust_1718729209382_pinterest_0,2024-06-18,Pinterest,Traffic,170.93,Low Value,63,359.45
cust_1718729209382_pinterest_0,2024-06-18,Pinterest,Conversions,170.39,SMB,56,398.96
cust_1718729209382_pinterest_0,2024-06-18,Pinterest,Video Views,185.85,High Value,90,367.16
cust_1718729209382_pinterest_0,2024-06-18,Pinterest,Traffic,205.21,Low Value,45,903.81
cust_1718815609382_googleads_0,2024-06-19,Google Ads,Search - Generic,224.34,Medium Value,84.8,584.49
cust_1718815609382_googleads_1,2024-06-19,Google Ads,Search - Generic,147.18,High Value,84.8,571.63
cust_1718815609382_googleads_2,2024-06-19,Google Ads,Search - Generic,175.77,SMB,84.8,613.14
cust_1718815609382_googleads_3,2024-06-19,Google Ads,Search - Generic,195.06,Medium Value,84.8,601.78
cust_1718815609382_googleads_4,2024-06-19,Google Ads,Search - Generic,143.04,Low Value,84.8,494.25
cust_1718815609382_googleads_0,2024-06-19,Google Ads,Video - YouTube,270.56,High Value,91.83,488.49
cust_1718815609382_googleads_1,2024-06-19,Google Ads,Video - YouTube,323.46,High Value,91.83,1019.82
cust_1718815609382_googleads_2,2024-06-19,Google Ads,Video - YouTube,351.65,Low Value,91.83,997.84
cust_1718815609382_googleads_3,2024-06-19,Google Ads,Video - YouTube,395.32,Low Value,91.83,715.76
cust_1718815609382_googleads_4,2024-06-19,Google Ads,Video - YouTube,301.21,Medium Value,91.83,727.89
cust_1718815609382_googleads_5,2024-06-19,Google Ads,Video - YouTube,296.06,Low Value,91.83,999.01
cust_1718815609382_facebook_0,2024-06-19,Facebook,Video Views,203.86,High Value,140,588.21
cust_1718815609382_facebook_0,2024-06-19,Facebook,Video Views,231.23,Low Value,116,1024.34
cust_1718815609382_facebook_0,2024-06-19,Facebook,Traffic,200.95,Low Value,118,356.38
cust_1718815609382_facebook_0,2024-06-19,Facebook,Lead Generation,139.96,Low Value,92,406.43
cust_1718815609382_facebook_1,2024-06-19,Facebook,Lead Generation,189.59,Medium Value,92,345.21
cust_1718815609382_linkedin_0,2024-06-19,LinkedIn,Event Ads,290.44,SMB,190,966.93
cust_1718815609382_linkedin_0,2024-06-19,LinkedIn,Dynamic Ads,108.11,Medium Value,225,493.87
cust_1718815609382_linkedin_0,2024-06-19,LinkedIn,Message Ads,230.92,High Value,127,526.65
cust_1718815609382_linkedin_1,2024-06-19,LinkedIn,Message Ads,231.69,Low Value,127,439.3
cust_1718815609382_tiktok_0,2024-06-19,TikTok,Traffic,139.75,Low Value,82,406.22
cust_1718815609382_tiktok_0,2024-06-19,TikTok,Traffic,280.26,Medium Value,50.5,597.75
cust_1718815609382_tiktok_1,2024-06-19,TikTok,Traffic,321.29,Medium Value,50.5,569.43
cust_1718815609382_tiktok_0,2024-06-19,TikTok,Video Views,197.88,Medium Value,101,570.64
cust_1718815609382_pinterest_0,2024-06-19,Pinterest,App Install,282.04,Medium Value,77,483.08
cust_1718815609382_pinterest_0,2024-06-19,Pinterest,Video Views,372.91,Medium Value,78,730.87
cust_1718815609382_pinterest_0,2024-06-19,Pinterest,Video Views,211.01,Medium Value,60,685.76
cust_1718902009382_googleads_0,2024-06-20,Google Ads,Display - Remarketing,211.29,Medium Value,85,617.26
cust_1718902009382_googleads_1,2024-06-20,Google Ads,Display - Remarketing,196.43,Medium Value,85,415.1
cust_1718902009382_googleads_2,2024-06-20,Google Ads,Display - Remarketing,168.81,Medium Value,85,507.86
cust_1718902009382_googleads_0,2024-06-20,Google Ads,Search - Brand,126.71,Medium Value,116.5,280.27
cust_1718902009382_googleads_1,2024-06-20,Google Ads,Search - Brand,102.53,Low Value,116.5,336
cust_1718902009382_googleads_0,2024-06-20,Google Ads,Display - Remarketing,185.71,Low Value,83.33,385.66
cust_1718902009382_googleads_1,2024-06-20,Google Ads,Display - Remarketing,152.98,Low Value,83.33,522.05
cust_1718902009382_googleads_2,2024-06-20,Google Ads,Display - Remarketing,175.36,Enterprise,83.33,592.29
cust_1718902009382_googleads_0,2024-06-20,Google Ads,Shopping,338.83,Medium Value,88.67,671.7
cust_1718902009382_googleads_1,2024-06-20,Google Ads,Shopping,270.26,Low Value,88.67,548
cust_1718902009382_googleads_2,2024-06-20,Google Ads,Shopping,323.63,Medium Value,88.67,566.12
cust_1718902009382_facebook_0,2024-06-20,Facebook,Traffic,216.55,High Value,83,358.52
cust_1718902009382_facebook_1,2024-06-20,Facebook,Traffic,222.92,Low Value,83,540.11
cust_1718902009382_facebook_2,2024-06-20,Facebook,Traffic,213.24,Medium Value,83,572.95
cust_1718902009382_facebook_3,2024-06-20,Facebook,Traffic,175.75,Medium Value,83,311.9
cust_1718902009382_facebook_0,2024-06-20,Facebook,Remarketing,281.97,Medium Value,192,742.45
cust_1718902009382_facebook_1,2024-06-20,Facebook,Remarketing,207.66,High Value,192,349.57
cust_1718902009382_linkedin_0,2024-06-20,LinkedIn,Text Ads,101.9,Medium Value,357,244.63
cust_1718902009382_linkedin_0,2024-06-20,LinkedIn,Message Ads,215.97,Enterprise,273,864.75
cust_1718902009382_tiktok_0,2024-06-20,TikTok,Conversions,169.49,Low Value,74,638.6
cust_1718902009382_tiktok_0,2024-06-20,TikTok,App Install,165.42,Low Value,73,618.96
cust_1718902009382_tiktok_0,2024-06-20,TikTok,Conversions,106.05,Medium Value,62,430.71
cust_1718902009382_pinterest_0,2024-06-20,Pinterest,Video Views,149.48,Low Value,59,408.04
cust_1718902009382_pinterest_0,2024-06-20,Pinterest,Video Views,223.26,High Value,75,638.86
cust_1718988409382_googleads_0,2024-06-21,Google Ads,Search - Generic,207.17,SMB,124.33,764.54
cust_1718988409382_googleads_1,2024-06-21,Google Ads,Search - Generic,261.74,Medium Value,124.33,765.32
cust_1718988409382_googleads_2,2024-06-21,Google Ads,Search - Generic,271.35,Medium Value,124.33,444.61
cust_1718988409382_googleads_0,2024-06-21,Google Ads,Search - Brand,187.03,Low Value,62.75,518.98
cust_1718988409382_googleads_1,2024-06-21,Google Ads,Search - Brand,152.79,SMB,62.75,318.14
cust_1718988409382_googleads_2,2024-06-21,Google Ads,Search - Brand,141.07,Medium Value,62.75,393.09
cust_1718988409382_googleads_3,2024-06-21,Google Ads,Search - Brand,180.82,Medium Value,62.75,327.26
cust_1718988409382_googleads_4,2024-06-21,Google Ads,Search - Brand,198.98,Medium Value,62.75,400
cust_1718988409382_googleads_5,2024-06-21,Google Ads,Search - Brand,180.06,Medium Value,62.75,328.58
cust_1718988409382_googleads_6,2024-06-21,Google Ads,Search - Brand,207.54,Low Value,62.75,516.25
cust_1718988409382_googleads_7,2024-06-21,Google Ads,Search - Brand,147.08,Low Value,62.75,453.21
cust_1718988409382_facebook_0,2024-06-21,Facebook,Remarketing,340.17,Low Value,175,586.47
cust_1718988409382_facebook_0,2024-06-21,Facebook,Video Views,282.6,High Value,131,488.23
cust_1718988409382_facebook_0,2024-06-21,Facebook,Remarketing,272.02,SMB,131.5,482.33
cust_1718988409382_facebook_1,2024-06-21,Facebook,Remarketing,222.7,Low Value,131.5,672.72
cust_1718988409382_linkedin_0,2024-06-21,LinkedIn,Event Ads,230.93,Medium Value,144,582.73
cust_1718988409382_linkedin_0,2024-06-21,LinkedIn,Event Ads,146.88,Enterprise,151,402.59
cust_1718988409382_linkedin_0,2024-06-21,LinkedIn,Text Ads,192.37,Medium Value,170,541.78
cust_1718988409382_linkedin_0,2024-06-21,LinkedIn,Event Ads,137.25,SMB,127,224.22
cust_1718988409382_tiktok_0,2024-06-21,TikTok,Conversions,255.69,Medium Value,141,1012.84
cust_1718988409382_tiktok_0,2024-06-21,TikTok,Traffic,231.24,High Value,114,373.96
cust_1718988409382_pinterest_0,2024-06-21,Pinterest,Video Views,181.14,Medium Value,94,489.18
cust_1718988409382_pinterest_0,2024-06-21,Pinterest,Video Views,299.95,Medium Value,106,517.99
cust_1718988409382_pinterest_0,2024-06-21,Pinterest,App Install,196.94,Low Value,76,818.27
cust_1719074809382_googleads_0,2024-06-22,Google Ads,Video - YouTube,152.64,High Value,100,500.36
cust_1719074809382_googleads_1,2024-06-22,Google Ads,Video - YouTube,132.61,High Value,100,433.58
cust_1719074809382_googleads_0,2024-06-22,Google Ads,Search - Brand,332.05,Low Value,102,817.02
cust_1719074809382_googleads_1,2024-06-22,Google Ads,Search - Brand,262.42,Medium Value,102,857.81
cust_1719074809382_googleads_0,2024-06-22,Google Ads,Display - Remarketing,270.03,Low Value,80.5,679.97
cust_1719074809382_googleads_1,2024-06-22,Google Ads,Display - Remarketing,250.65,Enterprise,80.5,671.17
cust_1719074809382_facebook_0,2024-06-22,Facebook,Conversions,142.53,Enterprise,141,366.29
cust_1719074809382_facebook_0,2024-06-22,Facebook,Lead Generation,152.6,Medium Value,108,561.24
cust_1719074809382_facebook_0,2024-06-22,Facebook,Traffic,151.59,Medium Value,141,523.74
cust_1719074809382_linkedin_0,2024-06-22,LinkedIn,Sponsored Content,290.61,Low Value,131,409.37
cust_1719074809382_linkedin_0,2024-06-22,LinkedIn,Message Ads,154.54,Enterprise,145,290.44
cust_1719074809382_tiktok_0,2024-06-22,TikTok,Traffic,207.68,Medium Value,70,439.51
cust_1719074809382_tiktok_0,2024-06-22,TikTok,Video Views,281.27,Medium Value,109,462.94
cust_1719161209382_googleads_0,2024-06-23,Google Ads,Search - Generic,204.95,Enterprise,102,622.44
cust_1719161209382_googleads_1,2024-06-23,Google Ads,Search - Generic,191.17,Medium Value,102,451.03
cust_1719161209382_googleads_2,2024-06-23,Google Ads,Search - Generic,222.01,Medium Value,102,665.49
cust_1719161209382_googleads_0,2024-06-23,Google Ads,Display - Remarketing,214.6,Medium Value,66.67,822.38
cust_1719161209382_googleads_1,2024-06-23,Google Ads,Display - Remarketing,290.46,Medium Value,66.67,700.01
cust_1719161209382_googleads_2,2024-06-23,Google Ads,Display - Remarketing,287.82,Medium Value,66.67,640.47
cust_1719161209382_facebook_0,2024-06-23,Facebook,Conversions,278.53,Medium Value,171,439.35
cust_1719161209382_facebook_0,2024-06-23,Facebook,Lead Generation,272.44,Medium Value,76,887.79
cust_1719161209382_facebook_1,2024-06-23,Facebook,Lead Generation,284.32,Medium Value,76,928.14
cust_1719161209382_linkedin_0,2024-06-23,LinkedIn,Sponsored Content,219.23,SMB,148,578.63
cust_1719161209382_tiktok_0,2024-06-23,TikTok,Conversions,344.65,Low Value,60,701.99
cust_1719161209382_tiktok_0,2024-06-23,TikTok,Traffic,163.77,High Value,40,476.72
cust_1719161209382_tiktok_0,2024-06-23,TikTok,Traffic,106.37,High Value,64,423.95
cust_1719161209382_tiktok_0,2024-06-23,TikTok,Reach,131.44,Medium Value,63,598.91
cust_1719161209382_pinterest_0,2024-06-23,Pinterest,Brand Awareness,326.14,Medium Value,71,613.66
cust_1719161209382_pinterest_0,2024-06-23,Pinterest,Traffic,287.92,Enterprise,78,710.09
cust_1719247609382_googleads_0,2024-06-24,Google Ads,Shopping,184.46,Medium Value,70.56,431.19
cust_1719247609382_googleads_1,2024-06-24,Google Ads,Shopping,132.94,Low Value,70.56,261.68
cust_1719247609382_googleads_2,2024-06-24,Google Ads,Shopping,199.68,High Value,70.56,375.24
cust_1719247609382_googleads_3,2024-06-24,Google Ads,Shopping,176.14,Low Value,70.56,308.19
cust_1719247609382_googleads_4,2024-06-24,Google Ads,Shopping,183.02,Medium Value,70.56,326.22
cust_1719247609382_googleads_5,2024-06-24,Google Ads,Shopping,193.43,Medium Value,70.56,426.44
cust_1719247609382_googleads_6,2024-06-24,Google Ads,Shopping,146.99,Low Value,70.56,550.15
cust_1719247609382_googleads_7,2024-06-24,Google Ads,Shopping,139.5,Low Value,70.56,317.08
cust_1719247609382_googleads_8,2024-06-24,Google Ads,Shopping,133.35,High Value,70.56,412
cust_1719247609382_googleads_0,2024-06-24,Google Ads,Shopping,160.47,Medium Value,81.71,592.27
cust_1719247609382_googleads_1,2024-06-24,Google Ads,Shopping,185.21,Low Value,81.71,373.05
cust_1719247609382_googleads_2,2024-06-24,Google Ads,Shopping,183.42,Low Value,81.71,403.72
cust_1719247609382_googleads_3,2024-06-24,Google Ads,Shopping,130.96,SMB,81.71,553.69
cust_1719247609382_googleads_4,2024-06-24,Google Ads,Shopping,120.99,Low Value,81.71,480.16
cust_1719247609382_googleads_5,2024-06-24,Google Ads,Shopping,141.2,High Value,81.71,367.93
cust_1719247609382_googleads_6,2024-06-24,Google Ads,Shopping,190.09,High Value,81.71,314.47
cust_1719247609382_facebook_0,2024-06-24,Facebook,Traffic,250.07,Low Value,127,562.39
cust_1719247609382_facebook_0,2024-06-24,Facebook,Lead Generation,253.26,Medium Value,101.5,520.97
cust_1719247609382_facebook_1,2024-06-24,Facebook,Lead Generation,218.87,Medium Value,101.5,687.09
cust_1719247609382_facebook_0,2024-06-24,Facebook,Lead Generation,251.97,Low Value,123,745.07
cust_1719247609382_facebook_0,2024-06-24,Facebook,Lead Generation,174.27,Enterprise,133,544.45
cust_1719247609382_linkedin_0,2024-06-24,LinkedIn,Event Ads,264.01,Medium Value,140,735.59
cust_1719247609382_linkedin_0,2024-06-24,LinkedIn,Sponsored Content,155.2,SMB,171,505.79
cust_1719247609382_linkedin_0,2024-06-24,LinkedIn,Text Ads,120.45,Low Value,184,320.52
cust_1719247609382_tiktok_0,2024-06-24,TikTok,Conversions,224.52,Medium Value,62,485.96
cust_1719247609382_tiktok_0,2024-06-24,TikTok,Reach,232.97,Medium Value,69,688.23
cust_1719247609382_tiktok_0,2024-06-24,TikTok,Traffic,318.96,Low Value,62,591.38
cust_1719247609382_tiktok_0,2024-06-24,TikTok,App Install,233.13,SMB,43,740.27
cust_1719247609382_pinterest_0,2024-06-24,Pinterest,Video Views,254.94,Enterprise,51,1074.6
cust_1719334009382_googleads_0,2024-06-25,Google Ads,Shopping,228.59,High Value,76.33,590.16
cust_1719334009382_googleads_1,2024-06-25,Google Ads,Shopping,141.73,Low Value,76.33,540.06
cust_1719334009382_googleads_2,2024-06-25,Google Ads,Shopping,158.42,Medium Value,76.33,360.57
cust_1719334009382_googleads_0,2024-06-25,Google Ads,Shopping,285.47,Enterprise,152,775.63
cust_1719334009382_googleads_1,2024-06-25,Google Ads,Shopping,266.03,High Value,152,734.61
cust_1719334009382_googleads_0,2024-06-25,Google Ads,Video - YouTube,314.45,Enterprise,78.5,728.43
cust_1719334009382_googleads_1,2024-06-25,Google Ads,Video - YouTube,328.07,Low Value,78.5,854.6
cust_1719334009382_googleads_0,2024-06-25,Google Ads,Shopping,106.93,Low Value,84.5,256.44
cust_1719334009382_googleads_1,2024-06-25,Google Ads,Shopping,128.55,Low Value,84.5,373.62
cust_1719334009382_facebook_0,2024-06-25,Facebook,Video Views,323.29,Medium Value,138,1002.92
cust_1719334009382_facebook_0,2024-06-25,Facebook,Conversions,204.83,Enterprise,98.5,419.17
cust_1719334009382_facebook_1,2024-06-25,Facebook,Conversions,261.88,High Value,98.5,587.69
cust_1719334009382_facebook_0,2024-06-25,Facebook,Conversions,157.62,Low Value,80,382.3
cust_1719334009382_facebook_1,2024-06-25,Facebook,Conversions,186.11,Medium Value,80,619.5
cust_1719334009382_linkedin_0,2024-06-25,LinkedIn,Text Ads,203.49,SMB,125,373.88
cust_1719334009382_linkedin_0,2024-06-25,LinkedIn,Event Ads,207.95,Low Value,107,619.29
cust_1719334009382_linkedin_0,2024-06-25,LinkedIn,Sponsored Content,303.42,Low Value,163,868.42
cust_1719334009382_tiktok_0,2024-06-25,TikTok,Conversions,165.58,High Value,84,398.28
cust_1719334009382_tiktok_0,2024-06-25,TikTok,Conversions,277.29,Medium Value,78,535.53
cust_1719334009382_tiktok_0,2024-06-25,TikTok,Video Views,169.13,High Value,70,682.82
cust_1719334009382_tiktok_0,2024-06-25,TikTok,Conversions,185.23,High Value,101,320.95
cust_1719334009382_pinterest_0,2024-06-25,Pinterest,Video Views,398.34,Low Value,71,796.59
cust_1719334009382_pinterest_0,2024-06-25,Pinterest,Traffic,212.8,Medium Value,55,748
cust_1719420409382_googleads_0,2024-06-26,Google Ads,Search - Brand,271.38,High Value,92.5,643.04
cust_1719420409382_googleads_1,2024-06-26,Google Ads,Search - Brand,329.8,Medium Value,92.5,446.99
cust_1719420409382_googleads_2,2024-06-26,Google Ads,Search - Brand,322.79,Low Value,92.5,783.74
cust_1719420409382_googleads_3,2024-06-26,Google Ads,Search - Brand,373.19,Low Value,92.5,1008.61
cust_1719420409382_googleads_0,2024-06-26,Google Ads,Shopping,144.26,Medium Value,75.67,402.18
cust_1719420409382_googleads_1,2024-06-26,Google Ads,Shopping,187.31,High Value,75.67,564.26
